validated,Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path,barre_ratio,avg_chord_stretch,max_chord_stretch,avg_position_shift,fret_change_rate,arpeggio_density,avg_string_jump,max_string_jump,special_technique_ratio,avg_polyphony,total_notes,tempo_bpm,log_total_notes,avg_fret,p90_fret,high_position_ratio,open_string_ratio,p90_chord_stretch,chord_ratio,avg_string_span,unique_shape_rate,shift_rate,max_position_shift,std_position_shift,fret_entropy,string_entropy,repetition_ratio,max_avg_chord_stretch_window,p95_position_shift_window,max_note_density_window,avg_stretch_velocity_beats,p90_stretch_velocity_beats,avg_position_shift_speed_beats,max_position_shift_speed_beats,polyphonic_arpeggio_intensity_beats,has_rhythm
1,Adagio,Robert Schumann,3,2,IV,Romantic,found,dada_gp,,datasets/DadaGP-v1.1/R/Robert Schumann/Robert Schumann - Adagio.gp3.tokens.txt,datasets/DadaGP-v1.1/R/Robert Schumann/Robert Schumann - Adagio.gp3,,verified_pieces/dada/xml/Robert Schumann - Adagio.musicxml,,0.0,0.4470588235294118,4,1.4698795180722892,0.2670967741935484,0.0,0.6546184738955824,5,0.0,3.104,776,60.0,6.655440350367647,1.5618556701030928,4.0,0.0,0.34536082474226804,1.0,1.0,0.752,0.2,0.18875502008032127,5.0,1.2258313878603282,2.280978605765146,2.445618890166121,0.01606425702811245,1.1666666666666667,4.0,8.125,0.8470588235294118,2.0,2.889558232931727,10.0,18.891796078431373,True
1,Adagio from Pathetique Sonata,Ludwig van Beethoven,11,7,XII,Classical,found,gaps,,,,jc1wc,datasets/gaps_v1/readable_musicxml/Ludwig Van Beethoven - Opus 13 Sonata Pathetique.xml,,0.011034482758620689,1.0124223602484472,5,1.4203038674033148,0.44602510460251044,0.5,0.5483425414364641,3,0.0,1.6496551724137931,1196,100.0,7.087573705557973,3.8603678929765888,9.0,0.20234113712374582,0.1588628762541806,3.0,0.45517241379310347,2.309090909090909,0.47878787878787876,0.19613259668508287,9.0,1.578002502093985,3.262521755623719,2.4016328406797633,0.17955801104972377,2.3333333333333335,7.0,12.1875,5.244911972454733,12.00480192076915,8.099502623755978,95.92326139090653,13.606810939357906,True
1,"Adagio, Aria, and Fugue; BWV 992: iii. Fugue",J.S. Bach,13,7,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv992-iii-adagissimo.pdf,,,,verified_pieces/pdf/xml/bach-bwv992-iii-adagissimo.musicxml,,0.0,1.2717391304347827,4,1.8153061224489793,0.5320197044334976,0.4742268041237113,0.7020408163265306,5,0.0,1.6544715447154472,407,50.0,6.0112671744041615,3.493857493857494,7.0,0.18673218673218672,0.16953316953316952,3.0,0.3861788617886179,2.705263157894737,0.8526315789473684,0.24489795918367346,10.0,1.7887239295966615,3.123077513330962,2.4811723476264147,0.08571428571428572,2.090909090909091,7.5,4.8125,2.3241758241758244,6.0,4.068197278911565,64.0,5.10128726287263,True
1,"Agitato, Op. 38 no. 7",Napoleon Coste,7,4,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 38 No 7 by Napoleon Coste.pdf,,,,verified_pieces/pdf/xml/Opus 38 No 7 by Napoleon Coste.musicxml,gaps_v1/musicxml/Opus 38 No 1 by Napoleon Coste.xml,0.0035087719298245615,0.7391304347826086,3,1.6954225352112675,0.5683760683760684,0.5666666666666667,0.6232394366197183,3,0.0,1.6456140350877193,469,120.0,6.152732694704104,2.2217484008528783,5.0,0.05970149253731343,0.3091684434968017,2.0,0.4105263157894737,2.8290598290598292,0.6324786324786325,0.22535211267605634,10.0,1.3179513913560308,2.7315213081007976,2.469846253437011,0.03873239436619718,1.4,5.375,7.1875,2.8596491228070176,8.0,6.720363849765259,40.0,10.42963489805595,True
1,"Agitato, Op. 51 no. 3",Mauro Giuliani,5,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 51 No 3 by Mauro Giuliani.pdf,,,,verified_pieces/pdf/xml/Opus 51 No 3 by Mauro Giuliani.musicxml,,0.0,0.40350877192982454,2,1.3376168224299065,0.6845878136200717,0.9789473684210527,1.3831775700934579,5,0.0,1.302325581395349,280,120.0,5.638354669333745,1.5964285714285715,3.0,0.0,0.29642857142857143,2.0,0.2837209302325581,2.7540983606557377,0.639344262295082,0.14953271028037382,4.0,0.9892404444386954,2.1911995293738,2.5332648381642593,0.0,1.0,4.0,2.875,0.7678571428571429,4.0,2.669392523364486,8.0,3.376399655469423,True
1,Air,John Dowland,6,3,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Air In E by John Dowland.pdf,,,,verified_pieces/pdf/xml/Air In E by John Dowland.musicxml,,0.03,1.4090909090909092,3,1.5370370370370372,0.4536082474226804,0.45161290322580644,0.5555555555555556,5,0.0,1.95,195,72.0,5.278114659230517,2.7384615384615385,5.0,0.06666666666666667,0.2205128205128205,3.0,0.44,3.3181818181818183,0.7045454545454546,0.20202020202020202,5.666666666666667,1.1828615163044065,2.3660305375469126,2.416191552791308,0.08080808080808081,2.076923076923077,3.9624999999999995,3.8125,2.0568181818181817,5.400000000000006,3.2525252525252526,16.0,5.591911764705882,True
1,Air on a G String,J. S. Bach,9,6,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1068 Air on G String by Johann Sebastian Bach.pdf,,,,verified_pieces/pdf/xml/BWV 1068 Air on G String by Johann Sebastian Bach.musicxml,,0.0,0.8532110091743119,20,1.4464524765729585,0.58,0.5652173913043478,0.5863453815261044,4,0.0,1.604,401,35.0,5.996452088619021,1.7481296758104738,3.0,0.0024937655860349127,0.2967581047381546,2.0,0.456,2.8508771929824563,0.7543859649122807,0.20481927710843373,12.0,1.3606553558513088,2.3115199018732118,2.5399424392565098,0.0321285140562249,2.0,3.799999999999997,5.875,2.9444444444444446,8.0,5.231593038821954,48.0,7.916356923076924,True
1,"Aire de Zamba (from the ""Suite Andina"")",Agustin Barrios Mandore,10,7,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite Andina (Aire de Zamba) by Agustin Barrios Mangore.pdf,,,,verified_pieces/pdf/xml/Suite Andina (Aire de Zamba) by Agustin Barrios Mangore.musicxml,,0.00234192037470726,1.1813471502590673,3,1.917136150234742,0.48535564853556484,0.3006993006993007,0.8708920187793427,5,0.0,1.6814988290398127,718,105.0,6.577861357721047,5.289693593314763,10.0,0.33565459610027853,0.12534818941504178,2.0,0.4519906323185012,1.9792746113989637,0.37305699481865284,0.3192488262910798,13.0,2.0872660317894485,3.4218824228308544,2.4153076602515293,0.13615023474178403,1.9230769230769231,10.0,4.625,2.0364583333333335,4.0,7.207198748043818,192.0,5.668150982397115,True
1,Aire Sureno,Agustin Barrios Mandore,7,5,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-aire-sureno.pdf,,,,verified_pieces/pdf/xml/barrios-aire-sureno.musicxml,,0.0,1.4,4,2.7672413793103448,0.75,0.8977272727272727,1.6810344827586208,4,0.0,1.1367521367521367,133,105.0,4.897839799950911,2.8496240601503757,7.0,0.11278195488721804,0.3308270676691729,2.0,0.1282051282051282,1.1333333333333333,0.5333333333333333,0.5,8.0,2.1649948579244893,2.7809808982007547,2.306279074216736,0.008620689655172414,,,,,,,,,False
1,Aires Andaluces,Agustin Barrios Mandore,13,4,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-andaluces.pdf,,,,verified_pieces/pdf/xml/barrios-andaluces.musicxml,,0.025693035835023664,1.2406015037593985,7,1.7691700496165987,0.4628623188405797,0.3834841628959276,0.6278755074424899,4,0.0,1.4935767410412442,2209,170.0,7.700747794511798,4.943866002716161,10.0,0.3196016296966953,0.19284744228157538,3.0,0.2697768762677485,2.4210526315789473,0.2631578947368421,0.2584573748308525,11.0,2.120248171967447,3.4887102583130747,2.3873668827042107,0.2631935047361299,3.75,10.683333333333334,6.5625,4.253888490069395,10.0,7.07294015937453,176.0,5.282595450351419,True
1,Aires Criollos,Agustin Barrios Mandore,15,8,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-aires-criollos.pdf,,,,verified_pieces/pdf/xml/barrios-aires-criollos.musicxml,,0.01073345259391771,1.2863070539419088,4,1.1190860215053762,0.28585365853658534,0.2972972972972973,0.33691756272401435,4,0.0,1.8354203935599285,1026,130.0,6.934397209928558,3.61598440545809,9.0,0.2134502923976608,0.18031189083820662,2.0,0.4364937388193202,2.4631147540983607,0.3114754098360656,0.18100358422939067,8.833333333333334,1.5825863234888793,3.2316116660674057,2.4079478519325606,0.44265232974910396,2.066666666666667,7.249999999999989,7.0625,8.300396825396826,32.0,6.667941059338909,141.33333333333334,7.647274411340047,True
1,Aires Mudejares,Agustin Barrios Mandore,12,5,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-aires-mudejares.pdf,,,,verified_pieces/pdf/xml/barrios-aires-mudejares.musicxml,,0.0,0.0,0,2.9365079365079363,0.8650793650793651,0.7619047619047619,1.0952380952380953,5,0.0,1.0,127,125.0,4.852030263919617,4.543307086614173,9.0,0.3937007874015748,0.2677165354330709,0.0,0.0,0.0,0.0,0.35714285714285715,13.0,2.9780840536978452,3.2499729548760126,2.259766097971019,0.05555555555555555,0.0,13.0,4.0,0.0,0.0,15.306878306878305,208.0,3.791044776119403,True
1,"Allegretto in E Minor, Op. 47 no. 4",Fernando Sor,7,5,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op47-4.pdf,,,,verified_pieces/pdf/xml/sor-op47-4.musicxml,,0.0,0.7555555555555555,3,1.2661498708010337,0.38148984198645597,0.41379310344827586,0.43410852713178294,5,0.0,1.7142857142857142,444,52.0,6.09807428216624,2.099099099099099,6.0,0.09684684684684684,0.42117117117117114,2.0,0.3938223938223938,3.088235294117647,0.4411764705882353,0.1744186046511628,8.0,1.521578125276506,2.588557777501326,2.402030258704474,0.29844961240310075,2.125,5.699999999999999,7.625,3.071161048689139,6.0,6.470284237726099,68.0,9.014275140107857,True
1,"Allegretto, Op. 114 no. 9",Ferdinando Carulli,2,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 114 No 9 Prelude by Ferdinando Carulli.pdf,,,,verified_pieces/pdf/xml/Opus 114 No 9 Prelude by Ferdinando Carulli.musicxml,,0.0,0.2,1,5.861111111111111,0.6745762711864407,0.8409090909090909,1.1720430107526882,4,0.0,1.0571428571428572,296,120.0,5.6937321388027,3.885135135135135,22.0,0.1554054054054054,0.42567567567567566,1.0,0.03571428571428571,1.5,0.5,0.4157706093189964,22.0,8.066409076922424,2.2949241483184233,2.113769630410361,0.12544802867383512,1.0,22.0,3.5,0.07407407407407407,0.13333333333333344,16.91696535244922,88.0,3.160750360750361,True
1,"Allegretto, Op. 241 no. 14",Ferdinando Carulli,5,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 241 No 14 Andantino Grazioso by Ferdinando Carulli.pdf,,,,verified_pieces/pdf/xml/Opus 241 No 14 Andantino Grazioso by Ferdinando Carulli.musicxml,gaps_v1/musicxml/Andantino in G Major by Ferdinando Carulli.xml,0.0,0.18333333333333332,2,1.936842105263158,0.5585585585585585,0.8974358974358975,0.48947368421052634,3,0.0,1.7486910994764397,334,100.0,5.814130531825066,1.7754491017964071,3.0,0.008982035928143712,0.36826347305389223,0.10000000000000853,0.6910994764397905,2.409090909090909,0.18181818181818182,0.16842105263157894,19.333333333333332,2.659109791171098,2.3137981044747997,2.227666691528895,0.021052631578947368,1.6666666666666667,19.05,5.125,0.4666666666666667,0.4000000000000341,5.890643274853801,77.33333333333333,7.300785340314135,True
1,"Allegretto, Op. 35 no. 22",Fernando Sor,4,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 35 No 22 in B minor by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 35 No 22 in B minor by Fernando Sor.musicxml,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml,0.0,0.8947368421052632,2,1.2767857142857142,0.7807308970099668,0.9710743801652892,1.1107142857142858,4,0.0,1.0747330960854093,302,80.0,5.713732805509369,2.5927152317880795,4.0,0.009933774834437087,0.16225165562913907,2.0,0.0711743772241993,3.25,0.85,0.06785714285714285,7.0,1.09021476773887,2.3572764251484344,2.1254597073945942,0.0,2.0,7.0,2.4375,1.6666666666666667,4.0,2.55,14.0,2.3019106029630754,True
1,"Allegretto, Op. 35 no. 8",Fernando Sor,4,2,IV,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op35-8.pdf,,,,verified_pieces/pdf/xml/sor-op35-8.musicxml,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml,0.0,0.1323529411764706,1,1.295346628679962,0.5174013921113689,0.556,0.7749287749287749,4,0.0,1.2272727272727273,432,50.0,6.07073772800249,1.8888888888888888,5.0,0.037037037037037035,0.35648148148148145,1.0,0.19318181818181818,2.764705882352941,0.3088235294117647,0.19373219373219372,6.5,1.3840018402590106,2.439264653639372,2.2411248085200324,0.2934472934472934,0.4,5.0,6.0625,0.2537313432835821,2.0,6.28584995251662,80.0,5.562563338301043,True
1,"Allegretto, Op. 38 no. 13",Napoleon Coste,7,3,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 38 No 13 by Napoleon Coste.pdf,,,,verified_pieces/pdf/xml/Opus 38 No 13 by Napoleon Coste.musicxml,gaps_v1/musicxml/Opus 38 No 1 by Napoleon Coste.xml,0.003355704697986577,1.0555555555555556,9,1.554433221099888,0.4663023679417122,0.5909090909090909,0.44107744107744107,3,0.0,1.8456375838926173,550,120.0,6.311734809152915,1.7727272727272727,3.0,0.03272727272727273,0.34,2.0,0.43288590604026844,3.108527131782946,0.5348837209302325,0.2222222222222222,10.0,1.6653002217036639,2.4608308168674986,2.430493389257019,0.08417508417508418,8.333333333333334,9.0,4.0,1.5093333333333332,4.0,2.9002992891881783,32.0,5.05496755003269,True
1,"Allegretto, Op. 5 no. 12",Matteo Carcassi,4,2,IX,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Allegretto Op5 No_12.gp3.tokens.txt","datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Allegretto Op5 No_12.gp3",,"verified_pieces/dada/xml/Carcassi, Mateo - Allegretto Op5 No_12.musicxml",,0.0,0.3422818791946309,2,1.928360724820902,0.6956956956956957,0.5557768924302788,0.7610619469026548,5,0.0,1.2626262626262625,1000,100.0,6.90875477931522,2.752,7.0,0.12,0.326,1.0,0.22095959595959597,2.6342857142857143,0.17714285714285713,0.28697850821744625,10.0,1.5283050245355478,2.8094242247939567,2.1708627698750633,0.0316055625790139,0.9473684210526315,9.2,4.6875,0.727069351230425,2.0,7.3628318584070795,64.0,5.030383516439293,True
1,"Allegretto, Op. 50 no. 22",Mauro Giuliani,3,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 50 No 22 by Mauro Giuliani.pdf,,,,verified_pieces/pdf/xml/Opus 50 No 22 by Mauro Giuliani.musicxml,,0.0,0.027777777777777776,1,1.84375,0.7589285714285714,0.5045871559633027,0.5217391304347826,4,0.0,1.2162162162162162,225,90.0,5.420534999272286,1.8133333333333332,4.0,0.0,0.36,0.0,0.20540540540540542,3.0,0.3157894736842105,0.28804347826086957,5.0,1.2137578918831777,2.0817863023163947,2.0869818316137803,0.0,1.0,5.0,4.875,0.0,0.0,7.239130434782608,20.0,5.822311673375504,True
1,"Allegretto, Op. 51 no. 15",Mauro Giuliani,5,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 51 No 15 by Mauro Giuliani.pdf,,,,verified_pieces/pdf/xml/Opus 51 No 15 by Mauro Giuliani.musicxml,,0.0,0.8888888888888888,3,1.7266949152542372,0.8,0.7095588235294118,0.9717514124293786,4,0.0,1.143661971830986,406,115.0,6.008813185442595,1.4039408866995073,3.0,0.0024630541871921183,0.3620689655172414,2.0,0.12112676056338029,3.0232558139534884,0.7209302325581395,0.20903954802259886,22.0,1.8248676393847252,2.185128699563778,2.422052720059607,0.005649717514124294,3.0,21.5,4.8125,3.3238095238095235,8.0,6.721751412429379,88.0,5.102491874322861,True
1,"Allegretto, Op. 60 no. 7",Fernando Sor,3,3,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 7 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 7 by Fernando Sor.musicxml,,0.0,0.5833333333333334,2,1.2653927813163484,0.7248677248677249,0.8288288288288288,0.9426751592356688,4,0.0,1.2025316455696202,190,108.0,5.25227342804663,1.4210526315789473,3.0,0.0,0.24736842105263157,2.0,0.18354430379746836,2.206896551724138,0.6206896551724138,0.07643312101910828,3.0,0.7842115540495829,1.9857765623266364,2.108383320697296,0.09554140127388536,2.0,3.0,3.75,0.9565217391304348,3.6000000000000014,3.968152866242038,16.0,3.8725595365801326,True
1,"Allegretto, Op. 60 no. 8",Fernando Sor,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 8 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 8 by Fernando Sor.musicxml,,0.0,0.631578947368421,2,1.6916666666666667,0.7,0.9583333333333334,1.5,4,0.0,1.3278688524590163,81,135.0,4.406719247264253,1.123456790123457,3.0,0.0,0.4444444444444444,2.0,0.32786885245901637,1.2,0.5,0.36666666666666664,3.0,1.025067748438555,1.822731819757304,2.2864836742268775,0.0,1.5,3.0,1.5625,0.7222222222222222,2.0,1.6916666666666667,3.0,1.7347964040190373,True
1,"Allegro in D Major, Op. 50 no. 26",Mauro Giuliani,6,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 50 No 26 by Mauro Giuliani.pdf,,,,verified_pieces/pdf/xml/Opus 50 No 26 by Mauro Giuliani.musicxml,,0.0,0.5121951219512195,3,2.0549645390070923,0.7114285714285714,0.5153061224489796,0.7411347517730497,4,0.0,1.2402826855123674,351,90.0,5.863631175598097,2.022792022792023,5.0,0.05698005698005698,0.3789173789173789,3.0,0.17667844522968199,3.3,0.44,0.30141843971631205,12.0,1.7829645944323778,2.430452605757961,2.34771468551087,0.024822695035460994,3.0,9.149999999999999,5.5,1.2,4.200000000000003,8.085697399527186,48.0,5.882962467768121,True
1,"Allegro Moderato, Op. 38 no. 23",Napoleon Coste,9,4,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 38 No 23 by Napoleon Coste.pdf,,,,verified_pieces/pdf/xml/Opus 38 No 23 by Napoleon Coste.musicxml,gaps_v1/musicxml/Opus 38 No 1 by Napoleon Coste.xml,0.0,0.4968152866242038,3,1.7276383526383525,0.7012417823228634,0.9897172236503856,1.2094594594594594,3,0.0,1.321118611378978,1370,92.0,7.223295679562314,2.0686131386861315,5.0,0.032116788321167884,0.3175182481751825,2.0,0.313404050144648,2.646153846153846,0.28615384615384615,0.25675675675675674,10.0,1.3505797250784235,2.5769741781254067,2.3222383187568005,0.0019305019305019305,2.0,9.166666666666666,5.375,1.9233226837060702,8.0,6.8800675675675675,40.0,6.753479468616417,True
