validated,Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path,barre_ratio,avg_chord_stretch,max_chord_stretch,avg_position_shift,fret_change_rate,arpeggio_density,avg_string_jump,max_string_jump,special_technique_ratio,avg_polyphony,total_notes,tempo_bpm,log_total_notes,avg_fret,p90_fret,high_position_ratio,open_string_ratio,p90_chord_stretch,chord_ratio,avg_string_span,unique_shape_rate,shift_rate,max_position_shift,std_position_shift,fret_entropy,string_entropy,repetition_ratio
1,"Agitato, Op. 51 no. 3",Mauro Giuliani,5,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 51 No 3 by Mauro Giuliani.pdf,,,,verified_pieces/pdf/xml/Opus 51 No 3 by Mauro Giuliani.musicxml,,0.0,0.40350877192982454,2,1.3376168224299065,0.6845878136200717,0.9789473684210527,1.3831775700934579,5,0.0,1.302325581395349,280,120.0,5.638354669333745,1.5964285714285715,3.0,0.0,0.29642857142857143,2.0,0.2837209302325581,2.7540983606557377,0.639344262295082,0.14953271028037382,4.0,0.9892404444386954,2.1911995293738,2.5332648381642593,0.0
1,Air,John Dowland,6,3,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Air In E by John Dowland.pdf,,,,verified_pieces/pdf/xml/Air In E by John Dowland.musicxml,,0.05434782608695652,1.3076923076923077,3,1.672161172161172,0.5057471264367817,0.5,0.6043956043956044,5,0.0,1.9021739130434783,175,72.0,5.170483995038151,2.6914285714285713,5.0,0.05142857142857143,0.21142857142857144,3.0,0.42391304347826086,3.230769230769231,0.7948717948717948,0.21978021978021978,5.666666666666667,1.138514484604738,2.3560560957251124,2.4072929436249604,0.0
1,Air on a G String,J. S. Bach,9,6,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1068 Air on G String by Johann Sebastian Bach.pdf,,,,verified_pieces/pdf/xml/BWV 1068 Air on G String by Johann Sebastian Bach.musicxml,,0.0,0.8773584905660378,20,1.4882920110192837,0.596401028277635,0.6190476190476191,0.6033057851239669,4,0.0,1.6049382716049383,390,35.0,5.968707559985366,1.7282051282051283,3.0,0.002564102564102564,0.3,2.0,0.4567901234567901,2.864864864864865,0.7747747747747747,0.21074380165289255,12.0,1.3574483243560538,2.302160450310977,2.540484008483413,0.004132231404958678
1,"Aire de Zamba (from the ""Suite Andina"")",Agustin Barrios Mandore,10,7,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite Andina (Aire de Zamba) by Agustin Barrios Mangore.pdf,,,,verified_pieces/pdf/xml/Suite Andina (Aire de Zamba) by Agustin Barrios Mangore.musicxml,,0.016129032258064516,1.162162162162162,3,2.201347708894879,0.5378670788253478,0.4479166666666667,1.0,5,0.0,1.7419354838709677,648,105.0,6.47543271670409,5.290123456790123,10.0,0.345679012345679,0.13117283950617284,2.0,0.49731182795698925,1.9405405405405405,0.3891891891891892,0.3665768194070081,13.0,2.0921041921177923,3.440974610930195,2.409941620341543,0.008086253369272238
1,Aire Sureno,Agustin Barrios Mandore,7,5,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-aire-sureno.pdf,,,,verified_pieces/pdf/xml/barrios-aire-sureno.musicxml,,0.0,1.4,4,2.7672413793103448,0.75,0.8977272727272727,1.6810344827586208,4,0.0,1.1367521367521367,133,105.0,4.897839799950911,2.8496240601503757,7.0,0.11278195488721804,0.3308270676691729,2.0,0.1282051282051282,1.1333333333333333,0.5333333333333333,0.5,8.0,2.1649948579244893,2.7809808982007547,2.306279074216736,0.008620689655172414
1,Aires Andaluces,Agustin Barrios Mandore,13,4,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-andaluces.pdf,,,,verified_pieces/pdf/xml/barrios-andaluces.musicxml,,0.02063628546861565,1.3493589743589745,7,2.250286861732645,0.584,0.517557251908397,0.7986230636833046,4,0.0,1.5055889939810834,1751,170.0,7.468513271496337,4.9685893774985725,11.0,0.31810394060536834,0.1947458595088521,3.0,0.26827171109200343,2.4903846153846154,0.33653846153846156,0.3287435456110155,11.0,2.1529786111164504,3.514152220651362,2.368871813946002,0.06282271944922548
1,Aires Criollos,Agustin Barrios Mandore,15,8,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-aires-criollos.pdf,,,,verified_pieces/pdf/xml/barrios-aires-criollos.musicxml,,0.011627906976744186,1.267515923566879,4,1.8205539358600582,0.4606918238993711,0.5923076923076923,0.5481049562682215,4,0.0,1.8517441860465116,637,130.0,6.45833828334479,3.803767660910518,9.0,0.24175824175824176,0.1695447409733124,2.0,0.45930232558139533,2.3734177215189876,0.4810126582278481,0.2944606413994169,8.833333333333334,1.6725564883131858,3.28074487605435,2.382934730913304,0.09329446064139942
1,Aires Mudejares,Agustin Barrios Mandore,12,5,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-aires-mudejares.pdf,,,,verified_pieces/pdf/xml/barrios-aires-mudejares.musicxml,,0.0,0.0,0,3.1092436974789917,0.9159663865546218,0.8067226890756303,1.1596638655462186,5,0.0,1.0,120,125.0,4.795790545596741,4.508333333333334,9.0,0.38333333333333336,0.25833333333333336,0.0,0.0,0.0,0.0,0.37815126050420167,13.0,2.9755019800108546,3.2550374331563923,2.25064721972005,0.0
1,"Allegretto in E Minor, Op. 47 no. 4",Fernando Sor,7,5,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op47-4.pdf,,,,verified_pieces/pdf/xml/sor-op47-4.musicxml,,0.0,0.8055555555555556,3,1.7375886524822697,0.5168195718654435,0.6857142857142857,0.5957446808510638,5,0.0,1.7354497354497354,328,52.0,5.796057750765372,2.1036585365853657,6.0,0.09451219512195122,0.40853658536585363,2.0,0.4126984126984127,3.1025641025641026,0.5769230769230769,0.2393617021276596,8.0,1.5356027689119822,2.614141458518049,2.3742948871505436,0.03723404255319149
1,"Allegretto, Op. 114 no. 9",Ferdinando Carulli,2,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 114 No 9 Prelude by Ferdinando Carulli.pdf,,,,verified_pieces/pdf/xml/Opus 114 No 9 Prelude by Ferdinando Carulli.musicxml,,0.0,0.2,1,6.0119485294117645,0.6909722222222222,0.8638132295719845,1.2022058823529411,4,0.0,1.0586080586080586,289,120.0,5.66988092298052,3.4844290657439445,11.0,0.13494809688581316,0.4359861591695502,1.0,0.03663003663003663,1.5,0.5,0.4264705882352941,22.0,8.113855177139044,2.266626780483791,2.071025743436484,0.10294117647058823
1,"Allegretto, Op. 241 no. 14",Ferdinando Carulli,5,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 241 No 14 Andantino Grazioso by Ferdinando Carulli.pdf,,,,verified_pieces/pdf/xml/Opus 241 No 14 Andantino Grazioso by Ferdinando Carulli.musicxml,gaps_v1/musicxml/Andantino in G Major by Ferdinando Carulli.xml,0.0,0.18333333333333332,2,1.978494623655914,0.5653495440729484,1.0,0.5,3,0.0,1.7647058823529411,330,100.0,5.802118375377063,1.7212121212121212,3.0,0.006060606060606061,0.36666666666666664,0.10000000000000853,0.7058823529411765,2.409090909090909,0.18181818181818182,0.17204301075268819,19.333333333333332,2.6721746215685616,2.304658629518321,2.2293183180249505,0.0
1,"Allegretto, Op. 35 no. 22",Fernando Sor,4,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 35 No 22 in B minor by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 35 No 22 in B minor by Fernando Sor.musicxml,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml,0.0,0.8947368421052632,2,1.2767857142857142,0.7807308970099668,0.9710743801652892,1.1107142857142858,4,0.0,1.0747330960854093,302,80.0,5.713732805509369,2.5927152317880795,4.0,0.009933774834437087,0.16225165562913907,2.0,0.0711743772241993,3.25,0.85,0.06785714285714285,7.0,1.09021476773887,2.3572764251484344,2.1254597073945942,0.0
1,"Allegretto, Op. 35 no. 8",Fernando Sor,4,2,IV,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op35-8.pdf,,,,verified_pieces/pdf/xml/sor-op35-8.musicxml,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml,0.0,0.1836734693877551,1,1.7420178799489145,0.7012578616352201,0.776536312849162,1.0421455938697317,4,0.0,1.217557251908397,319,50.0,5.768320995793772,1.8777429467084639,5.0,0.0438871473354232,0.3730407523510972,1.0,0.18702290076335878,2.836734693877551,0.42857142857142855,0.26053639846743293,6.5,1.340841382540396,2.4232347240794736,2.2465291408125654,0.04980842911877394
1,"Allegretto, Op. 38 no. 13",Napoleon Coste,7,3,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 38 No 13 by Napoleon Coste.pdf,,,,verified_pieces/pdf/xml/Opus 38 No 13 by Napoleon Coste.musicxml,gaps_v1/musicxml/Opus 38 No 1 by Napoleon Coste.xml,0.0035460992907801418,1.0512820512820513,9,1.6429418742586002,0.4980544747081712,0.6310679611650486,0.46619217081850534,3,0.0,1.826241134751773,515,120.0,6.246106765481563,1.7825242718446601,3.6000000000000227,0.03300970873786408,0.341747572815534,2.0,0.425531914893617,3.15,0.575,0.23487544483985764,10.0,1.6690465230032372,2.468152257659387,2.4354987987644328,0.03202846975088968
1,"Allegretto, Op. 5 no. 12",Matteo Carcassi,4,2,IX,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Allegretto Op5 No_12.gp3.tokens.txt","datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Allegretto Op5 No_12.gp3",,"verified_pieces/dada/xml/Carcassi, Mateo - Allegretto Op5 No_12.musicxml",,0.0,0.3422818791946309,2,1.9321533923303837,0.6986986986986987,0.5557768924302788,0.7610619469026548,5,0.0,1.2626262626262625,1000,100.0,6.90875477931522,2.723,7.0,0.117,0.328,1.0,0.22095959595959597,2.6342857142857143,0.17714285714285713,0.28824273072060685,9.0,1.500514033218202,2.7990005334769603,2.1708627698750638,0.02654867256637168
1,"Allegretto, Op. 50 no. 22",Mauro Giuliani,3,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 50 No 22 by Mauro Giuliani.pdf,,,,verified_pieces/pdf/xml/Opus 50 No 22 by Mauro Giuliani.musicxml,,0.0,0.027777777777777776,1,1.84375,0.7589285714285714,0.5045871559633027,0.5217391304347826,4,0.0,1.2162162162162162,225,90.0,5.420534999272286,1.8133333333333332,4.0,0.0,0.36,0.0,0.20540540540540542,3.0,0.3157894736842105,0.28804347826086957,5.0,1.2137578918831777,2.0817863023163947,2.0869818316137803,0.0
1,"Allegretto, Op. 51 no. 15",Mauro Giuliani,5,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 51 No 15 by Mauro Giuliani.pdf,,,,verified_pieces/pdf/xml/Opus 51 No 15 by Mauro Giuliani.musicxml,,0.0,0.8823529411764706,3,1.7365056818181819,0.8161209068010076,0.7095588235294118,0.9772727272727273,4,0.0,1.1274787535410764,398,115.0,5.988961416889864,1.407035175879397,3.0,0.002512562814070352,0.36432160804020103,2.0,0.11614730878186968,3.024390243902439,0.7560975609756098,0.21022727272727273,22.0,1.8253839897936515,2.1871282304687893,2.4208875053841177,0.0
1,"Allegretto, Op. 60 no. 7",Fernando Sor,3,3,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 7 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 7 by Fernando Sor.musicxml,,0.0,0.6363636363636364,2,1.2984749455337692,0.7486338797814208,0.8440366972477065,0.9673202614379085,4,0.0,1.1948051948051948,184,108.0,5.220355825078324,1.423913043478261,3.0,0.0,0.24456521739130435,2.0,0.17532467532467533,2.2222222222222223,0.6666666666666666,0.0784313725490196,3.0,0.7668829842527468,1.987780813032006,2.1057933912052054,0.0718954248366013
1,"Allegretto, Op. 60 no. 8",Fernando Sor,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 8 by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 60 No 8 by Fernando Sor.musicxml,,0.0,0.631578947368421,2,1.6916666666666667,0.7,0.9583333333333334,1.5,4,0.0,1.3278688524590163,81,135.0,4.406719247264253,1.123456790123457,3.0,0.0,0.4444444444444444,2.0,0.32786885245901637,1.2,0.5,0.36666666666666664,3.0,1.025067748438555,1.822731819757304,2.2864836742268775,0.0
1,"Allegro in D Major, Op. 50 no. 26",Mauro Giuliani,6,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 50 No 26 by Mauro Giuliani.pdf,,,,verified_pieces/pdf/xml/Opus 50 No 26 by Mauro Giuliani.musicxml,,0.0,0.4166666666666667,3,2.092057761732852,0.7410714285714286,0.5153061224489796,0.7545126353790613,4,0.0,1.2122302158273381,337,90.0,5.823045895483019,1.967359050445104,4.0,0.050445103857566766,0.3827893175074184,2.0,0.1618705035971223,3.3555555555555556,0.4888888888888889,0.30685920577617326,12.0,1.7772854524514377,2.4012865101587146,2.33095859103196,0.007220216606498195
1,"Allegro Moderato, Op. 38 no. 23",Napoleon Coste,9,4,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 38 No 23 by Napoleon Coste.pdf,,,,verified_pieces/pdf/xml/Opus 38 No 23 by Napoleon Coste.musicxml,gaps_v1/musicxml/Opus 38 No 1 by Napoleon Coste.xml,0.0009643201542912247,0.4968152866242038,3,1.7276383526383525,0.7012417823228634,0.9897172236503856,1.2094594594594594,3,0.0,1.321118611378978,1370,92.0,7.223295679562314,2.0686131386861315,5.0,0.032116788321167884,0.3175182481751825,2.0,0.313404050144648,2.646153846153846,0.28615384615384615,0.25675675675675674,10.0,1.3505797250784235,2.5769741781254067,2.3222383187568005,0.0019305019305019305
1,"Allemande, BWV 996",J.S. Bach,9,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 996 Allemande by Johann Sebastian Bach.pdf,,,,verified_pieces/pdf/xml/BWV 996 Allemande by Johann Sebastian Bach.musicxml,,0.0,0.90625,3,1.960369163952226,0.7375328083989501,0.5652173913043478,0.7100977198697068,5,0.0,1.2402597402597402,382,70.0,5.948034989180646,3.3743455497382198,7.0,0.1387434554973822,0.193717277486911,2.0,0.2305194805194805,2.464788732394366,0.7746478873239436,0.2964169381107492,9.0,1.415864615961601,3.1504037615055083,2.4040121915310646,0.006514657980456026
1,Alman,Robert Johnson,8,4,II,Renaissance,found,dada_gp,,"datasets/DadaGP-v1.1/J/Johnson, Robert/Johnson, Robert - Alman.gp3.tokens.txt","datasets/DadaGP-v1.1/J/Johnson, Robert/Johnson, Robert - Alman.gp3",,"verified_pieces/dada/xml/Johnson, Robert - Alman.musicxml",,0.0045662100456621,0.6181818181818182,3,1.5810397553516817,0.7043189368770764,0.5357142857142857,0.7660550458715596,5,0.0,1.3789954337899544,302,70.0,5.713732805509369,1.7649006622516556,4.0,0.029801324503311258,0.33774834437086093,2.0,0.2694063926940639,3.0677966101694913,0.559322033898305,0.2018348623853211,5.833333333333333,1.0265622784660262,2.4572222868457403,2.4443260173499075,0.0
1,Alman,John Dowland,4,2,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lady Hunsdon Alman by John Dowland.pdf,,,,verified_pieces/pdf/xml/Lady Hunsdon Alman by John Dowland.musicxml,,0.0,0.7682926829268293,2,1.9986876640419948,0.6155844155844156,0.4339622641509434,0.4921259842519685,5,0.0,1.5137254901960784,386,66.0,5.958424693029782,2.5854922279792745,5.0,0.05958549222797927,0.3082901554404145,2.0,0.3411764705882353,3.67816091954023,0.3793103448275862,0.3543307086614173,7.0,1.318361821664467,2.5221814795418833,2.3840779189421157,0.031496062992125984
1,Altair,Agustin Barrios Mandore,10,5,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-altair.pdf,,,,verified_pieces/pdf/xml/barrios-altair.musicxml,,0.03902439024390244,1.2980769230769231,5,1.9191176470588236,0.5128205128205128,0.5,0.7254901960784313,5,0.0,1.7170731707317073,352,160.0,5.8664680569332965,4.636363636363637,9.0,0.32386363636363635,0.10511363636363637,2.0,0.526829268292683,2.537037037037037,0.5555555555555556,0.25980392156862747,14.0,1.987140571984236,3.2721777176136855,2.4999192584458063,0.06862745098039216
1,An Malvina,Johann Kaspar Mertz,8,4,X,Romantic,found,gaps,,,,NY1wc,datasets/gaps_v1/readable_musicxml/Johann Kaspar Mertz - An Malvina.xml,,0.0008688097306689834,0.5,2,1.526231884057971,0.5486725663716814,0.7244701348747592,0.9660869565217391,5,0.0,1.0807993049522155,1244,100.0,7.126890808898808,1.8737942122186495,5.0,0.03536977491961415,0.4405144694533762,1.3000000000000043,0.0634231103388358,1.4931506849315068,0.4931506849315068,0.2417391304347826,12.0,1.8398796968516142,2.4147873297381115,2.326727055581056,0.1426086956521739
1,Andante,Dionisio Aguado,1,1,II,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/A/Aguado, Dionso/Aguado, Dionso - Andante.gp3.tokens.txt","datasets/DadaGP-v1.1/A/Aguado, Dionso/Aguado, Dionso - Andante.gp3",,"verified_pieces/dada/xml/Aguado, Dionso - Andante.musicxml",,0.0,0.0,0,1.3388429752066116,0.9008264462809917,1.0,1.4545454545454546,4,0.0,1.0,122,120.0,4.812184355372417,1.0737704918032787,3.0,0.0,0.39344262295081966,0.0,0.0,0.0,0.0,0.1487603305785124,4.0,0.8677292395640785,1.9317955709208157,1.9645488376178235,0.0
