validated,Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path,barre_ratio,avg_chord_stretch,max_chord_stretch,avg_position_shift,fret_change_rate,arpeggio_density,avg_string_jump,max_string_jump,special_technique_ratio,avg_polyphony,total_notes,tempo_bpm,log_total_notes,avg_fret,p90_fret,high_position_ratio,open_string_ratio,p90_chord_stretch,chord_ratio,avg_string_span,unique_shape_rate,shift_rate,max_position_shift,std_position_shift,fret_entropy,string_entropy,repetition_ratio,max_avg_chord_stretch_window,p95_position_shift_window,max_note_density_window,avg_stretch_velocity_beats,p90_stretch_velocity_beats,avg_position_shift_speed_beats,max_position_shift_speed_beats,polyphonic_arpeggio_intensity_beats,has_rhythm,m21_DiminishedSeventhSimultaneityPrevalence,m21_DiminishedTriadSimultaneityPrevalence,m21_DominantSeventhSimultaneityPrevalence,m21_IncorrectlySpelledTriadPrevalence,m21_MajorTriadSimultaneityPrevalence,m21_MinorTriadSimultaneityPrevalence,m21_MostCommonNoteQuarterLength,m21_MostCommonNoteQuarterLengthPrevalence,m21_MostCommonPitchClassSetSimultaneityPrevalence,m21_MostCommonSetClassSimultaneityPrevalence,m21_Quality,m21_RangeOfNoteQuarterLengths,m21_TonalCertainty,m21_TriadSimultaneityPrevalence,m21_UniqueNoteQuarterLengths,m21_UniquePitchClassSetSimultaneities,m21_UniqueSetClassSimultaneities
1,"Adagio, Aria, and Fugue; BWV 992: iii. Fugue",J.S. Bach,13,7,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv992-iii-adagissimo.pdf,,,,verified_pieces/pdf/xml/bach-bwv992-iii-adagissimo.musicxml,,0.0,1.2717391304347827,4,1.81530612244898,0.5320197044334976,0.4742268041237113,0.7020408163265306,5,0.0,1.6544715447154472,407,50.0,6.0112671744041615,3.493857493857494,7.0,0.1867321867321867,0.1695331695331695,3.0,0.3861788617886179,2.705263157894737,0.8526315789473684,0.2448979591836734,10.0,1.7887239295966617,3.123077513330962,2.4811723476264147,0.0857142857142857,2.090909090909091,7.5,4.8125,2.3241758241758244,6.0,4.068197278911565,64.0,5.10128726287263,True,0.0041322314049586,0.024793388429752,0.0,0.12,0.0785123966942148,0.1322314049586777,0.5,0.8925619834710744,0.0991735537190082,0.640495867768595,1.0,1.8125,1.2745832824099326,0.0909090909090909,7.0,55.0,15.0
1,"Agitato, Op. 38 no. 7",Napoleon Coste,7,4,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 38 No 7 by Napoleon Coste.pdf,,,,verified_pieces/pdf/xml/Opus 38 No 7 by Napoleon Coste.musicxml,gaps_v1/musicxml/Opus 38 No 1 by Napoleon Coste.xml,0.0035087719298245,0.7391304347826086,3,1.6954225352112675,0.5683760683760684,0.5666666666666667,0.6232394366197183,3,0.0,1.6456140350877193,469,120.0,6.152732694704104,2.2217484008528783,5.0,0.0597014925373134,0.3091684434968017,2.0,0.4105263157894737,2.829059829059829,0.6324786324786325,0.2253521126760563,10.0,1.3179513913560308,2.7315213081007976,2.469846253437011,0.0387323943661971,1.4,5.375,7.1875,2.8596491228070176,8.0,6.720363849765259,40.0,10.42963489805595,True,0.0035714285714285,0.0107142857142857,0.0071428571428571,0.0,0.0857142857142857,0.175,0.25,0.975,0.1357142857142857,0.625,1.0,1.25,1.0151828118729664,0.0678571428571428,4.0,50.0,17.0
1,"Agitato, Op. 51 no. 3",Mauro Giuliani,5,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 51 No 3 by Mauro Giuliani.pdf,,,,verified_pieces/pdf/xml/Opus 51 No 3 by Mauro Giuliani.musicxml,,0.0,0.4035087719298245,2,1.3376168224299063,0.6845878136200717,0.9789473684210528,1.383177570093458,5,0.0,1.302325581395349,280,120.0,5.638354669333745,1.5964285714285715,3.0,0.0,0.2964285714285714,2.0,0.2837209302325581,2.7540983606557377,0.639344262295082,0.1495327102803738,4.0,0.9892404444386954,2.1911995293738,2.53326483816426,0.0,1.0,4.0,2.875,0.7678571428571429,4.0,2.669392523364486,8.0,3.376399655469423,True,0.0,0.0,0.0,0.0,0.027906976744186,0.0186046511627906,0.5,0.986046511627907,0.1302325581395348,0.7302325581395349,1.0,1.5,1.362079705527743,0.0093023255813953,3.0,38.0,8.0
1,Air,John Dowland,6,3,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Air In E by John Dowland.pdf,,,,verified_pieces/pdf/xml/Air In E by John Dowland.musicxml,,0.03,1.4090909090909092,3,1.5370370370370372,0.4536082474226804,0.4516129032258064,0.5555555555555556,5,0.0,1.95,195,72.0,5.278114659230517,2.7384615384615385,5.0,0.0666666666666666,0.2205128205128205,3.0,0.44,3.3181818181818183,0.7045454545454546,0.202020202020202,5.666666666666667,1.1828615163044065,2.3660305375469126,2.416191552791308,0.0808080808080808,2.076923076923077,3.9625,3.8125,2.0568181818181817,5.400000000000006,3.2525252525252526,16.0,5.591911764705882,True,0.0,0.0108695652173913,0.0,0.0,0.3043478260869565,0.0326086956521739,1.0,0.4347826086956521,0.1304347826086956,0.5869565217391305,0.0,2.75,1.2606537377458582,0.2717391304347826,7.0,25.0,9.0
1,Air on a G String,J. S. Bach,9,6,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1068 Air on G String by Johann Sebastian Bach.pdf,,,,verified_pieces/pdf/xml/BWV 1068 Air on G String by Johann Sebastian Bach.musicxml,,0.0,0.8532110091743119,20,1.4464524765729585,0.58,0.5652173913043478,0.5863453815261044,4,0.0,1.604,401,35.0,5.996452088619021,1.7481296758104738,3.0,0.0024937655860349,0.2967581047381546,2.0,0.456,2.8508771929824563,0.7543859649122807,0.2048192771084337,12.0,1.3606553558513088,2.311519901873212,2.5399424392565098,0.0321285140562249,2.0,3.799999999999997,5.875,2.9444444444444446,8.0,5.231593038821954,48.0,7.916356923076924,True,0.0,0.0041152263374485,0.0,0.0,0.1193415637860082,0.1069958847736625,0.25,0.7325102880658436,0.0987654320987654,0.5802469135802469,0.0,1.75,1.165107146014588,0.0411522633744856,6.0,65.0,16.0
1,"Aire de Zamba (from the ""Suite Andina"")",Agustin Barrios Mandore,10,7,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite Andina (Aire de Zamba) by Agustin Barrios Mangore.pdf,,,,verified_pieces/pdf/xml/Suite Andina (Aire de Zamba) by Agustin Barrios Mangore.musicxml,,0.0023419203747072,1.1813471502590671,3,1.917136150234742,0.4853556485355648,0.3006993006993007,0.8708920187793427,5,0.0,1.6814988290398127,718,105.0,6.577861357721047,5.289693593314763,10.0,0.3356545961002785,0.1253481894150417,2.0,0.4519906323185012,1.979274611398964,0.3730569948186528,0.3192488262910798,13.0,2.0872660317894485,3.4218824228308544,2.4153076602515293,0.136150234741784,1.9230769230769231,10.0,4.625,2.036458333333333,4.0,7.207198748043818,192.0,5.668150982397115,True,0.0,0.0053763440860215,0.010752688172043,0.125,0.0887096774193548,0.0967741935483871,0.5,0.5860215053763441,0.1290322580645161,0.5188172043010753,1.0,0.8125,1.3767585221483416,0.075268817204301,6.0,51.0,15.0
1,Aires Andaluces,Agustin Barrios Mandore,13,4,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-andaluces.pdf,,,,verified_pieces/pdf/xml/barrios-andaluces.musicxml,,0.0256930358350236,1.2406015037593985,7,1.7691700496165987,0.4628623188405797,0.3834841628959276,0.6278755074424899,4,0.0,1.4935767410412442,2209,170.0,7.700747794511798,4.943866002716161,10.0,0.3196016296966953,0.1928474422815753,3.0,0.2697768762677485,2.421052631578948,0.2631578947368421,0.2584573748308525,11.0,2.120248171967447,3.4887102583130747,2.3873668827042107,0.2631935047361299,3.75,10.683333333333334,6.5625,4.253888490069395,10.0,7.07294015937453,176.0,5.282595450351419,True,0.0,0.0042992261392949,0.0103181427343078,0.0093457943925233,0.0842648323301805,0.0619088564058469,0.5,0.4256233877901977,0.1994840928632846,,1.0,2.8125,1.1746350150114813,0.0911435941530524,10.0,43.0,16.0
1,Aires Criollos,Agustin Barrios Mandore,15,8,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-aires-criollos.pdf,,,,verified_pieces/pdf/xml/barrios-aires-criollos.musicxml,,0.0107334525939177,1.2863070539419088,4,1.1190860215053762,0.2858536585365853,0.2972972972972973,0.3369175627240143,4,0.0,1.8354203935599285,1026,130.0,6.934397209928558,3.61598440545809,9.0,0.2134502923976608,0.1803118908382066,2.0,0.4364937388193202,2.4631147540983607,0.3114754098360656,0.1810035842293906,8.833333333333334,1.5825863234888793,3.2316116660674057,2.407947851932561,0.4426523297491039,2.066666666666667,7.249999999999989,7.0625,8.300396825396826,32.0,6.667941059338909,141.33333333333334,7.647274411340047,True,0.0,0.005813953488372,0.0174418604651162,0.0135135135135135,0.125,0.1540697674418604,1.0,0.4215116279069767,0.1337209302325581,0.5784883720930233,1.0,2.9375,1.41551426300262,0.2122093023255813,9.0,37.0,10.0
1,Aires Mudejares,Agustin Barrios Mandore,12,5,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-aires-mudejares.pdf,,,,verified_pieces/pdf/xml/barrios-aires-mudejares.musicxml,,0.0,0.0,0,2.9365079365079363,0.8650793650793651,0.7619047619047619,1.0952380952380951,5,0.0,1.0,127,125.0,4.852030263919617,4.543307086614173,9.0,0.3937007874015748,0.2677165354330709,0.0,0.0,0.0,0.0,0.3571428571428571,13.0,2.978084053697845,3.249972954876013,2.259766097971019,0.0555555555555555,0.0,13.0,4.0,0.0,0.0,15.306878306878303,208.0,3.791044776119403,True,0.0,0.0,0.0,,0.0,0.0,0.25,0.925,0.1916666666666666,1.0,1.0,0.75,0.800360787271833,0.0,5.0,11.0,1.0
1,"Allegretto in E Minor, Op. 47 no. 4",Fernando Sor,7,5,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op47-4.pdf,,,,verified_pieces/pdf/xml/sor-op47-4.musicxml,,0.0,0.7555555555555555,3,1.2661498708010337,0.3814898419864559,0.4137931034482758,0.4341085271317829,5,0.0,1.7142857142857142,444,52.0,6.09807428216624,2.099099099099099,6.0,0.0968468468468468,0.4211711711711711,2.0,0.3938223938223938,3.088235294117647,0.4411764705882353,0.1744186046511628,8.0,1.521578125276506,2.588557777501326,2.402030258704474,0.2984496124031007,2.125,5.699999999999999,7.625,3.071161048689139,6.0,6.470284237726099,68.0,9.014275140107856,True,0.0,0.0158730158730158,0.0,-0.0454545454545454,0.1216931216931216,0.1587301587301587,0.5,0.5608465608465608,0.2486772486772486,0.5925925925925926,1.0,0.8125,0.8372423054411605,0.1216931216931216,5.0,40.0,14.0
1,"Allegretto, Op. 114 no. 9",Ferdinando Carulli,2,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 114 No 9 Prelude by Ferdinando Carulli.pdf,,,,verified_pieces/pdf/xml/Opus 114 No 9 Prelude by Ferdinando Carulli.musicxml,,0.0,0.2,1,5.861111111111111,0.6745762711864407,0.8409090909090909,1.1720430107526882,4,0.0,1.0571428571428572,296,120.0,5.6937321388027,3.885135135135135,22.0,0.1554054054054054,0.4256756756756756,1.0,0.0357142857142857,1.5,0.5,0.4157706093189964,22.0,8.066409076922424,2.294924148318424,2.113769630410361,0.1254480286738351,1.0,22.0,3.5,0.074074074074074,0.1333333333333334,16.91696535244922,88.0,3.160750360750361,True,0.0,0.0,0.0,0.0,0.0293040293040293,0.0,0.25,0.8498168498168498,0.2014652014652014,0.9633699633699634,0.0,1.25,0.9378829980486272,0.0073260073260073,3.0,12.0,4.0
1,"Allegretto, Op. 241 no. 14",Ferdinando Carulli,5,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 241 No 14 Andantino Grazioso by Ferdinando Carulli.pdf,,,,verified_pieces/pdf/xml/Opus 241 No 14 Andantino Grazioso by Ferdinando Carulli.musicxml,gaps_v1/musicxml/Andantino in G Major by Ferdinando Carulli.xml,0.0,0.1833333333333333,2,1.936842105263158,0.5585585585585585,0.8974358974358975,0.4894736842105263,3,0.0,1.7486910994764395,334,100.0,5.814130531825066,1.7754491017964071,3.0,0.0089820359281437,0.3682634730538922,0.1000000000000085,0.6910994764397905,2.409090909090909,0.1818181818181818,0.1684210526315789,19.33333333333333,2.659109791171098,2.3137981044748,2.227666691528895,0.0210526315789473,1.6666666666666667,19.05,5.125,0.4666666666666667,0.4000000000000341,5.890643274853801,77.33333333333333,7.300785340314135,True,0.0,0.0,0.0,0.0,0.0641711229946524,0.4064171122994652,0.5,0.5508021390374331,0.2406417112299465,0.46524064171123,1.0,1.25,1.529651285826072,0.0427807486631016,4.0,20.0,8.0
1,"Allegretto, Op. 35 no. 22",Fernando Sor,4,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 35 No 22 in B minor by Fernando Sor.pdf,,,,verified_pieces/pdf/xml/Opus 35 No 22 in B minor by Fernando Sor.musicxml,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml,0.0,0.8947368421052632,2,1.2767857142857142,0.7807308970099668,0.9710743801652892,1.1107142857142858,4,0.0,1.0747330960854091,302,80.0,5.713732805509369,2.5927152317880795,4.0,0.009933774834437,0.162251655629139,2.0,0.0711743772241993,3.25,0.85,0.0678571428571428,7.0,1.09021476773887,2.3572764251484344,2.1254597073945942,0.0,2.0,7.0,2.4375,1.6666666666666667,4.0,2.55,14.0,2.301910602963076,True,0.0,0.0,0.0,,0.0284697508896797,0.0213523131672597,0.5,0.98932384341637,0.192170818505338,0.9430604982206404,1.0,1.5,1.745879518673894,0.0,3.0,22.0,5.0
1,"Allegretto, Op. 35 no. 8",Fernando Sor,4,2,IV,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op35-8.pdf,,,,verified_pieces/pdf/xml/sor-op35-8.musicxml,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml,0.0,0.1323529411764706,1,1.295346628679962,0.5174013921113689,0.556,0.7749287749287749,4,0.0,1.2272727272727273,432,50.0,6.07073772800249,1.8888888888888888,5.0,0.037037037037037,0.3564814814814814,1.0,0.1931818181818181,2.764705882352941,0.3088235294117647,0.1937321937321937,6.5,1.3840018402590106,2.439264653639372,2.2411248085200324,0.2934472934472934,0.4,5.0,6.0625,0.2537313432835821,2.0,6.28584995251662,80.0,5.562563338301043,True,0.0,0.0,0.0,,0.0687022900763358,0.0572519083969465,0.25,0.5419847328244275,0.2480916030534351,0.8244274809160306,0.0,0.8125,0.964136598439386,0.0,5.0,22.0,6.0
1,"Allegretto, Op. 38 no. 13",Napoleon Coste,7,3,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 38 No 13 by Napoleon Coste.pdf,,,,verified_pieces/pdf/xml/Opus 38 No 13 by Napoleon Coste.musicxml,gaps_v1/musicxml/Opus 38 No 1 by Napoleon Coste.xml,0.0033557046979865,1.0555555555555556,9,1.554433221099888,0.4663023679417122,0.5909090909090909,0.441077441077441,3,0.0,1.845637583892617,550,120.0,6.311734809152915,1.7727272727272727,3.0,0.0327272727272727,0.34,2.0,0.4328859060402684,3.108527131782946,0.5348837209302325,0.2222222222222222,10.0,1.665300221703664,2.4608308168674986,2.430493389257019,0.0841750841750841,8.333333333333334,9.0,4.0,1.5093333333333332,4.0,2.9002992891881783,32.0,5.05496755003269,True,0.0,0.0212765957446808,0.0212765957446808,0.0,0.1453900709219858,0.0957446808510638,0.5,0.4822695035460992,0.1134751773049645,0.599290780141844,0.0,1.75,0.989249484167368,0.1453900709219858,6.0,52.0,15.0
